sku,nombre_estandarizado,grupo_general,grupo_especializado,marca,modelo,descripcion_tecnica,capacidad,voltaje,refrigerante,tipo_operacion,unidad,observaciones_equivalencia
EQ-MSI-TRA-009,Minisplit Trane Estándar F/C 1 Ton 220V,EQ,Equipos,Trane,4MWW1512A1/4TWK1512A1,"Minisplit Trane Frío/Calor 220V - 12,000 BTU / 1 TR / R410",1 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-008,Minisplit York High Wall Frío/Calor 1 Ton 110V,EQ,Equipos,York,YHGE12ZXMAXAORX,Minisplit High Wall Frío/Calor 1 Ton 110V R410A,1 Ton,110 V,,Minisplit,Equipo,
EQ-MSI-YOR-009,Minisplit York High Wall Frío/Calor 1 Ton 220V,EQ,Equipos,York,YHGE12ZJMAXAORX,Minisplit High Wall Frío/Calor 1 Ton 220V R410A,1 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-010,Minisplit York High Wall Frío/Calor 1.5 Ton Inverter,EQ,Equipos,York,YHKE18ZJ6AXBORX,Minisplit High Wall 1.5 Ton Frío/Calor Inverter 220V,1.5 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-011,Minisplit York 1.5 Ton Frío/Calor Inverter 220V,EQ,Equipos,York,YHKE18ZTMGMMORX,Minisplit 1.5T Frío y Calor Inverter 220V,1.5 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-012,Minisplit York Inverter Solo Frío 1 Ton 220V R32,EQ,Equipos,York,YFJE18BZ,"Minisplit York Solo Frío Inverter 220V - 12,000 BTU / 1 TR / R32",1 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-013,Minisplit York Inverter Solo Frío 1.5 Ton 220V R410,EQ,Equipos,York,YHJE18ZJ6AXBORX,"Minisplit York Solo Frío Inverter 220V - 18,000 BTU / 1.5 TR / R410",1.5 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-014,Minisplit York Inverter Solo Frío 1.5 Ton 220V R32,EQ,Equipos,York,YFJE24BZ,"Minisplit York Solo Frío Inverter 220V - 18,000 BTU / 1.5 TR / R32",1.5 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-015,Minisplit York Inverter Solo Frío 2 Ton 220V R32,EQ,Equipos,York,YFJE36BZ,"Minisplit York Solo Frío Inverter 220V - 24,000 BTU / 2 TR / R32",2 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-016,Minisplit York Estándar Solo Frío 1 Ton 220V R410,EQ,Equipos,York,YHFE12ZXMAXAORX,"Minisplit York Solo Frío 220V - 12,000 BTU / 1 TR / R410",1 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-017,Minisplit York Estándar Solo Frío 1.5 Ton 220V R410,EQ,Equipos,York,YHFE18ZJMAXAORX,"Minisplit York Solo Frío 220V - 18,000 BTU / 1.5 TR / R410",1.5 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-018,Minisplit York Estándar Solo Frío 2 Ton 220V R410,EQ,Equipos,York,YHFE24ZJMAXAORX,"Minisplit York Solo Frío 220V - 24,000 BTU / 2 TR / R410",2 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-019,Minisplit York Inverter F/C 1 Ton 110V R32,EQ,Equipos,York,YHKF12ZX6AXKORX,Minisplit York Frío/Calor Inverter 110V,1 Ton,110 V,,Minisplit,Equipo,
EQ-MSI-YOR-020,Minisplit York Estándar F/C 1 Ton 220V R410,EQ,Equipos,York,YHGE12ZT,"Minisplit York Frío / Calor 220V - 12,000 BTU / 1 TR / R410",1 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-021,Minisplit York Estándar F/C 1.5 Ton 220V R410,EQ,Equipos,York,YHFE18ZT,"Minisplit York Frío / Calor 220V - 18,000 BTU / 1.5 TR / R410",1.5 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-022,Minisplit York Estándar F/C 2 Ton 220V R410,EQ,Equipos,York,YHFE24ZT,"Minisplit York Frío / Calor 220V - 24,000 BTU / 2 TR / R410",2 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-023,Minisplit York Inverter Solo Frío 1 Ton 110V R410,EQ,Equipos,York,YHJE12ZX,"Minisplit York Solo Frío Inverter 110V - 12,000 BTU / 1 TR / R410",1 Ton,110 V,,Minisplit,Equipo,
EQ-MSI-YOR-024,Minisplit York Inverter Solo Frío 1 Ton 110V R32,EQ,Equipos,York,YHJF12ZX,"Minisplit York Solo Frío Inverter 110V - 12,000 BTU / 1 TR / R32",1 Ton,110 V,,Minisplit,Equipo,
EQ-MSI-YOR-025,Minisplit York Inverter F/C 1 Ton 220V R410,EQ,Equipos,York,YHKE12ZJMGXBORX,"Minisplit York Frío/Calor Inverter 220V - 12,000 BTU / 1TR / R410",1 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-026,Minisplit York Inverter F/C 1 Ton 220V R32,EQ,Equipos,York,YHKF12ZJ6AXKORX,"Minisplit York Frío/Calor Inverter 220V - 12,000 BTU / 1TR / R32",1 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-027,Minisplit York Inverter F/C 1.5 Ton 220V R410,EQ,Equipos,York,YHKE18ZJMGXBORX,"Minisplit York Frío/Calor Inverter 220V - 18,000 BTU / 1.5 TR / R410",1.5 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-028,Minisplit York Inverter F/C 2 Ton 220V R32,EQ,Equipos,York,YHKF24ZJ6AXKORX,"Minisplit York Frío/Calor Inverter 220V - 24,000 BTU / 2 TR / R32",2 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-029,Minisplit York Inverter F/C 3 Ton 220V R32,EQ,Equipos,York,YHKF36ZJMGXHORX,Minisplit York Frío/Calor Inverter 220V - 36000 BTU / 3 TR / R32,3 Ton,220 V,,Minisplit,Equipo,
EQ-MSI-YOR-030,Minisplit York Estándar F/C 1 Ton 110V,EQ,Equipos,York,YHGE12ZXMDXBORX,Minisplit York Frío / Calor 110V,1 Ton,110 V,,Minisplit,Equipo,
EQ-MSI-YOR-031,Minisplit York Estándar Solo Frío 1 Ton 110V,EQ,Equipos,York,YHFE12ZX,Minisplit York Solo Frío 110V,1 Ton,110 V,,Minisplit,Equipo,
EQ-MSI-YOR-032,Minisplit Inverter York 1 Ton Solo Frío 110V,EQ,Minisplit Inverter,York,YHJE12ZXMGMMORX,Minisplit Inverter 1 Ton 110V,1 Ton,110V,R410A,Inverter,Pieza,Equipo
EQ-MSI-YOR-033,Minisplit Inverter York 4.58 Ton Solo Frío 220V,EQ,Equipos,York,,4.58 Ton Solo Frío Inverter 220V,,,,,Pieza,
EQ-MSI-YOR-034,Minisplit Inverter York Tipo Muro 1.5 Ton Solo Frío 220V,EQ,Equipos,York,1.5 Ton Solo Frío 220V,1.5 Ton Solo Frío 220V,,,,,Pieza,
EQ-MSI-YOR-035,Minisplit Inverter York High Wall 1 Ton Solo Frío 220V R410A,EQ,Equipos,York,1 Ton Solo Frío 220V,1 Ton Solo Frío 220V,,,,,Pieza,
EQ-MSO-15T220-001,Minisplit On/Off Mirage Life 12+ 1.5 Ton Frío-Calor 220V,EQ,Minisplits On/Off,Mirage,Life 12+,1.5 Ton 220V Frío-Calor,1.5 Ton,220V,,Frío-Calor,Pieza,
EQ-MSO-15T220-002,Minisplit On/Off Mirage NEX 1.5 Ton Solo Frío 220V,EQ,Minisplits On/Off,Mirage,NEX,1.5 Ton 220V Solo Frío,1.5 Ton,220V,,Solo Frío,Pieza,
EQ-MSO-15T220-003,Minisplit On/Off Mirage NEX 1.5 Ton Frío-Calor 220V,EQ,Minisplits On/Off,Mirage,NEX,1.5 Ton 220V Frío-Calor,1.5 Ton,220V,,Frío-Calor,Pieza,
EQ-MSO-15T220-004,Minisplit On/Off Mirage Life 12 1.5 Ton Solo Frío 220V,EQ,Minisplits On/Off,Mirage,Life 12,1.5 Ton 220V Solo Frío,1.5 Ton,220V,,Solo Frío,Pieza,
EQ-MSO-15T220-005,Minisplit High Wall York 1.5 Ton Frío-Calor 220V,EQ,Minisplits On/Off,York,High Wall,1.5 Ton 220V Frío-Calor 11 SEER,1.5 Ton,220V,,Frío-Calor,Pieza,
EQ-MSO-15T220-006,Minisplit On/Off Mirage Xlife 1.5 Ton Frío-Calor 220V,EQ,Minisplits On/Off,Mirage,Xlife,1.5 Ton 220V Frío-Calor 11.7 SEER,1.5 Ton,220V,,Frío-Calor,Pieza,
EQ-MSO-15T220-007,Minisplit On/Off Mirage NEX 2024 1.5 Ton Frío-Calor 220V,EQ,Equipos,Mirage,NEX 2024,Minisplit Mirage NEX 2024 1.5 Ton Frío-Calor 220V,1.5 Ton,220 V,,Frío-Calor,Equipo,
EQ-MSO-15T220-008,Minisplit York Solo Frío 1.5 Ton 220V R32,EQ,Equipos,York,YHFF18ZHMDHUORX,Minisplit York High Wall 1.5 Ton Solo Frío 220V R32,1.5 Ton,220 V,,Minisplit,Equipo,
EQ-MSO-15T220-009,Minisplit York Frío/Calor 1.5 Ton 220V R32,EQ,Equipos,York,YHGF18ZHMDHUORX,Minisplit York High Wall 1.5 Ton Frío/Calor 220V R32,1.5 Ton,220 V,,Minisplit,Equipo,
EQ-MSO-15T220-010,Minisplit On/Off Mirage NEX 2024 1.5 Ton Solo Frío 220V,EQ,Equipos,Mirage,NEX 2024,Minisplit Mirage NEX 2024 1.5 Ton Solo Frío 220V,1.5 Ton,220 V,,Minisplit,Equipo,
EQ-MSO-15T220-011,Minisplit On/Off Prime Elite 1.5 Ton Solo Frío 220V,EQ,Minisplit On/Off,Prime,EMPRC182-E2,Minisplit Elite 1.5 Ton Solo Frío,1.5 Ton,220V,R410A,On/Off,Pieza,Equipo
EQ-MSO-15T220-012,Minisplit High Wall York 1.5 Ton Frío-Calor 220V R410A,EQ,Equipos,York,1.5 Ton Frío-Calor 220V R410A,1.5 Ton Frío-Calor 220V R410A,,,,,Pieza,
EQ-MSO-15T220-013,Minisplit Prime Elite 1.5 Ton Frío-Calor 220V,EQ,Equipos,Prime,1.5 Ton Frío-Calor 220V,1.5 Ton Frío-Calor 220V,,,,,Pieza,
EQ-MSO-15T220-014,Minisplit Prime Trendy3 1.5 Ton Solo Frío 220V,EQ,Equipos,Prime,1.5 Ton Solo Frío 220V,1.5 Ton Solo Frío 220V,,,,,Pieza,
EQ-MSO-15T220-015,Minisplit On/Off Midea 1.5 Ton Frío-Calor 220V,EQ,Equipos,Midea,1.5 Ton Frío-Calor 220V,1.5 Ton Frío-Calor 220V,,,,,Pieza,
EQ-MSO-15T220-016,Minisplit On/Off Hisense 1.5 Ton Solo Frío 220V,EQ,Equipos,Hisense,1.5 Ton Solo Frío 220V,1.5 Ton Solo Frío 220V,,,,,Pieza,
EQ-MSO-1T110-001,Minisplit On/Off Mirage Life 12+ 1 Ton Frío-Calor 110V,EQ,Minisplits On/Off,Mirage,Life 12+,1 Ton 110V Frío-Calor,1 Ton,110V,,Frío-Calor,Pieza,
EQ-MSO-1T110-002,Minisplit On/Off Mirage NEX 1 Ton Solo Frío 110V,EQ,Minisplits On/Off,Mirage,NEX,1 Ton 110V Solo Frío,1 Ton,110V,,Solo Frío,Pieza,
EQ-MSO-1T110-003,Minisplit On/Off Mirage NEX 1 Ton Frío-Calor 110V,EQ,Minisplits On/Off,Mirage,NEX,1 Ton 110V Frío-Calor,1 Ton,110V,,Frío-Calor,Pieza,
EQ-MSO-1T110-004,Minisplit High Wall York 1 Ton Frío-Calor 110V,EQ,Minisplits On/Off,York,High Wall,1 Ton 110V Frío-Calor 11 SEER,1 Ton,110V,,Frío-Calor,Pieza,
EQ-MSO-1T110-005,Minisplit On/Off Mirage Life 12+ 1 Ton Solo Frío 110V,EQ,Minisplits On/Off,Mirage,Life 12+,1 Ton 110V Solo Frío,1 Ton,110V,,Solo Frío,Pieza,
EQ-MSO-1T110-006,Minisplit On/Off Mirage NEX 2024 1 Ton Frío-Calor 110V,EQ,Minisplits On/Off,Mirage,NEX 2024,1 Ton 110V Frío-Calor 12 SEER,1 Ton,110V,,Frío-Calor,Pieza,
EQ-MSO-1T110-007,Minisplit York Solo Frío 1 Ton 110V R32,EQ,Equipos,York,YHFF12ZXMDHUORX,Minisplit York High Wall 1 Ton Solo Frío 110V R32,1 Ton,110 V,,Minisplit,Equipo,
EQ-MSO-1T110-008,Minisplit On/Off Midea 1 Ton Solo Frío 110V,EQ,Minisplit On/Off,Midea,MAS12C1AGO,Minisplit Estándar 1 Ton 110V,1 Ton,110V,NA,On/Off,Pieza,Equipo
EQ-MSO-1T110-009,Minisplit On/Off Hisense 1 Ton Solo Frío 110V,EQ,Equipos,Hisense,1 Ton Solo Frío 110V,1 Ton Solo Frío 110V,,,,,Pieza,
EQ-MSO-1T110-010,Minisplit On/Off Midea 1 Ton Frío-Calor 110V,EQ,Equipos,Midea,1 Ton Frío-Calor 110V,1 Ton Frío-Calor 110V,,,,,Pieza,
EQ-MSO-1T110-011,Minisplit Prime Elite 1 Ton Solo Frío 110V,EQ,Equipos,Prime,1 Ton Solo Frío 110V,1 Ton Solo Frío 110V,,,,,Pieza,
EQ-MSO-1T110-012,Minisplit Prime Elite 1 Ton Frío-Calor 110V,EQ,Equipos,Prime,1 Ton Frío-Calor 110V,1 Ton Frío-Calor 110V,,,,,Pieza,
EQ-MSO-1T110-013,Minisplit On/Off Prime Elite 1 Ton Solo Frío 110V,EQ,Equipos,Prime,1T 110V SF,1T 110V SF,,,,,Pieza,
EQ-MSO-1T110-014,Minisplit On/Off Prime Elite 1 Ton Frío-Calor 110V,EQ,Equipos,Prime,1T 110V FC,1T 110V FC,,,,,Pieza,
EQ-MSO-1T220-001,Minisplit On/Off Mirage Life 12+ 1 Ton Frío-Calor 220V,EQ,Minisplits On/Off,Mirage,Life 12+,1 Ton 220V Frío-Calor,1 Ton,220V,,Frío-Calor,Pieza,
EQ-MSO-1T220-003,Minisplit On/Off Mirage NEX 1 Ton Solo Frío 220V,EQ,Minisplits On/Off,Mirage,NEX,1 Ton 220V Solo Frío,1 Ton,220V,,Solo Frío,Pieza,
EQ-MSO-1T220-004,Minisplit On/Off Mirage Life 12+ 1 Ton Frío-Calor 220V,EQ,Minisplits On/Off,Mirage,Life 12+,Minisplit Mirage Life 12+ 1 Ton 220V Frío-Calor,1 Ton,220 V,,Frío-Calor,Equipo,
EQ-MSO-1T220-005,Minisplit On/Off Mirage Life 12 1 Ton Solo Frío 220V,EQ,Minisplits On/Off,Mirage,Life 12,1 Ton 220V Solo Frío,1 Ton,220V,,Solo Frío,Pieza,
EQ-MSO-1T220-006,Minisplit High Wall York 1 Ton Frío-Calor 220V,EQ,Minisplits On/Off,York,High Wall,1 Ton 220V Frío-Calor 11.3 SEER,1 Ton,220V,,Frío-Calor,Pieza,
EQ-MSO-1T220-007,Minisplit On/Off Mirage NEX 1 Ton Frío-Calor 220V,EQ,Minisplits On/Off,Mirage,NEX,1 Ton 220V Frío-Calor 12 SEER,1 Ton,220V,,Frío-Calor,Pieza,
EQ-MSO-1T220-008,Minisplit On/Off Mirage Xlife 1 Ton Frío-Calor 220V,EQ,Minisplits On/Off,Mirage,Xlife,1 Ton 220V R410A Frío-Calor 12 SEER,1 Ton,220V,,Frío-Calor,Pieza,
EQ-MSO-1T220-009,Minisplit York Solo Frío 1 Ton 220V R32,EQ,Equipos,York,YHFF12ZHMDHUORX,Minisplit York High Wall 1 Ton Solo Frío 220V R32,1 Ton,220 V,,Minisplit,Equipo,
EQ-MSO-1T220-010,Minisplit York Frío/Calor 1 Ton 220V R32,EQ,Equipos,York,YHGF12ZHMDHUORX,Minisplit York High Wall 1 Ton Frío/Calor 220V R32,1 Ton,220 V,,Minisplit,Equipo,
EQ-MSO-1T220-011,Minisplit York Frío/Calor 1 Ton 220V R410A,EQ,Equipos,York,YHGE12ZTMDHORX,Minisplit York High Wall 1 Ton Frío/Calor 220V R410A,1 Ton,220 V,,Minisplit,Equipo,
EQ-MSO-1T220-012,Minisplit On/Off Mirage NEX 2024 1 Ton Solo Frío 220V,EQ,Minisplits Residenciales,Mirage,NEX 2024,1 Ton 220V Solo Frío,1 Ton,220V,R410A,Solo Frío,Pieza,High Wall
EQ-MSO-1T220-013,Minisplit On/Off York High Wall 1 Ton Solo Frío 220V,EQ,Minisplit On/Off,York,YHFE12ZJMAXAORX,Minisplit High Wall 1 Ton R410A,1 Ton,220V,R410A,On/Off,Pieza,Equipo
EQ-MSO-1T220-014,Minisplit On/Off Hisense 1 Ton Solo Frío 220V,EQ,Minisplit On/Off,Hisense,AC122CK,Minisplit Estándar 1 Ton 220V,1 Ton,220V,NA,On/Off,Pieza,Equipo
EQ-MSO-1T220-015,Minisplit On/Off Samsung 1 Ton Solo Frío 220V,EQ,Minisplit On/Off,Samsung,AR12TRHQEWK/AX,Minisplit Estándar 1 Ton 220V,1 Ton,220V,R410A,On/Off,Pieza,Equipo
EQ-MSO-1T220-016,Minisplit On/Off TCL 1 Ton Solo Frío 220V,EQ,Minisplit On/Off,TCL,S12P-ECF22,Minisplit Estándar 1 Ton 220V,1 Ton,220V,R410A,On/Off,Pieza,Equipo
EQ-MSO-1T220-017,Minisplit On/Off Prime Elit3 1 Ton Solo Frío 220V,EQ,Equipos,Prime,1 Ton Solo Frío 220V,1 Ton Solo Frío 220V,,,,,Pieza,
EQ-MSO-1T220-018,Minisplit On/Off Hisense 1 Ton Frío-Calor 220V,EQ,Equipos,Hisense,1 Ton Frío-Calor 220V,1 Ton Frío-Calor 220V,,,,,Pieza,
EQ-MSO-1T220-019,Minisplit On/Off Hisense 1 Ton Solo Frío 220V Estándar,EQ,Equipos,Hisense,1 Ton Solo Frío 220V,1 Ton Solo Frío 220V,,,,,Pieza,
EQ-MSO-1T220-020,Minisplit On/Off TCL 1 Ton Frío-Calor 220V,EQ,Equipos,TCL,1 Ton Frío-Calor 220V,1 Ton Frío-Calor 220V,,,,,Pieza,
EQ-MSO-1T220-021,Minisplit Prime Elite 1 Ton Frío-Calor 220V,EQ,Equipos,Prime,1 Ton Frío-Calor 220V,1 Ton Frío-Calor 220V,,,,,Pieza,
EQ-MSO-1T220-022,Minisplit Prime Elite 1 Ton Solo Frío 220V,EQ,Equipos,Prime,1 Ton Solo Frío 220V,1 Ton Solo Frío 220V,,,,,Pieza,
EQ-MSO-1T220-023,Minisplit Prime Trendy 1 Ton Solo Frío 220V,EQ,Equipos,Prime,1 Ton Solo Frío 220V,1 Ton Solo Frío 220V,,,,,Pieza,
EQ-MSO-2T220-001,Minisplit On/Off Mirage Life 12+ 2 Ton Solo Frío 220V,EQ,Minisplits On/Off,Mirage,Life 12+,2 Ton 220V Solo Frío,2 Ton,220V,,Solo Frío,Pieza,
EQ-MSO-2T220-002,Minisplit On/Off Mirage Life 12+ 2 Ton Frío-Calor 220V,EQ,Minisplits On/Off,Mirage,Life 12+,2 Ton 220V Frío-Calor,2 Ton,220V,,Frío-Calor,Pieza,
EQ-MSO-2T220-003,Minisplit On/Off Mirage NEX 2 Ton Solo Frío 220V,EQ,Minisplits On/Off,Mirage,NEX,2 Ton 220V Solo Frío,2 Ton,220V,,Solo Frío,Pieza,
EQ-MSO-2T220-004,Minisplit On/Off Mirage NEX 2 Ton Frío-Calor 220V,EQ,Minisplits On/Off,Mirage,NEX,2 Ton 220V Frío-Calor,2 Ton,220V,,Frío-Calor,Pieza,
EQ-MSO-2T220-005,Minisplit On/Off Mirage Life 12 2 Ton Solo Frío 220V,EQ,Minisplits On/Off,Mirage,Life 12,2 Ton 220V Solo Frío,2 Ton,220V,,Solo Frío,Pieza,
EQ-MSO-2T220-006,Minisplit York Solo Frío 2 Ton 220V R32,EQ,Equipos,York,YHFF24ZHMDHUORX,Minisplit York High Wall 2 Ton Solo Frío 220V R32,2 Ton,220 V,,Minisplit,Equipo,
EQ-MSO-2T220-007,Minisplit York Frío/Calor 2 Ton 220V R32,EQ,Equipos,York,YHGF24ZHMDHUORX,Minisplit York High Wall 2 Ton Frío/Calor 220V R32,2 Ton,220 V,,Minisplit,Equipo,
EQ-MSO-2T220-008,Minisplit On/Off Mirage NEX 2024 2 Ton Solo Frío 220V,EQ,Minisplits Residenciales,Mirage,NEX 2024,2 Ton 220V Solo Frío,2 Ton,220V,R410A,Solo Frío,Pieza,High Wall
EQ-MSO-2T220-009,Minisplit On/Off Mirage NEX 2024 2 Ton Frío-Calor 220V,EQ,Minisplits Residenciales,Mirage,NEX 2024,2 Ton 220V Frío-Calor,2 Ton,220V,R410A,Frío-Calor,Pieza,High Wall
EQ-MSO-2T220-010,Minisplit On/Off Prime Trendy 2 Ton Frío-Calor 220V,EQ,Minisplit On/Off,Prime,EMPRN242-T3,Minisplit Trendy 2 Ton F/C,2 Ton,220V,NA,On/Off,Pieza,Equipo
EQ-MSO-2T220-011,Minisplit On/Off York High Wall 2 Ton Solo Frío 220V R410A,EQ,Equipos,York,2 Ton Solo Frío 220V,2 Ton Solo Frío 220V,,,,,Pieza,
EQ-MSO-2T220-012,Minisplit High Wall York 2 Ton Frío-Calor 220V R410A,EQ,Equipos,York,2 Ton Frío-Calor 220V R410A,2 Ton Frío-Calor 220V R410A,,,,,Pieza,
EQ-MSO-2T220-013,Minisplit Prime Trendy 2 Ton Solo Frío 220V,EQ,Equipos,Prime,2 Ton Solo Frío 220V,2 Ton Solo Frío 220V,,,,,Pieza,
EQ-MSO-HIS-002,Minisplit On/Off Hisense 1.5 Ton Solo Frío 220V,EQ,Equipos,Hisense,1.5 Ton Solo Frío On/Off 220V,1.5 Ton Solo Frío On/Off 220V,,,,,Pieza,
EQ-MSO-MID-002,Minisplit On/Off Midea 1.5 Ton Frío/Calor 220V,EQ,Equipos,Midea,,1.5 Ton Frío/Calor On/Off 220V,,,,,Pieza,
EQ-MSO-MID-007,Minisplit Midea 1 Ton Solo Frío On/Off 220V,EQ,Equipos,Midea,1 Ton Solo Frío On/Off 220V,1 Ton Solo Frío On/Off 220V,,,,,Pieza,
EQ-MSO-SAM-001,Minisplit On/Off Samsung 1.5 Ton Solo Frío 220V,EQ,Equipos,Samsung,1.5 Ton Solo Frío On/Off 220V,1.5 Ton Solo Frío On/Off 220V,,,,,Pieza,
EQ-MSO-TRA-001,Minisplit High Wall Trane 1 Ton Solo Frío 110V,EQ,Minisplits On/Off,Trane,High Wall,1 Ton 110V Solo Frío 11.5 SEER,1 Ton,110V,,Solo Frío,Pieza,
EQ-MSO-YOR-001,Minisplit York 1 Ton Solo Frío 220V R410A Estándar,EQ,Equipos,York,1TR 220V,1TR 220V,,,,,Pieza,
EQ-MSO-YOR-002,Minisplit On/Off York High Wall 1.5 Ton Frío/Calor 220V,EQ,Equipos,York,,1.5 Ton Frío/Calor On/Off 220V,,,,,Pieza,
EQ-MSO-YOR-003,Minisplit On/Off York High Wall 1.5 Ton Solo Frío 220V,EQ,Equipos,York,1.5 Ton Solo Frío On/Off 220V,1.5 Ton Solo Frío On/Off 220V,,,,,Pieza,
EQ-PAN-TRA-001,Panel para Cassette Trane U-Match,EQ,Paneles/Accesorios,Trane,U-Match,Panel Cassette 18MBH,N/A,N/A,,N/A,Pieza,
EQ-PAQ-LEN-001,Paquete Residencial Lennox 4 Ton Solo Frío 220V,EQ,Paquetes,Lennox,Residencial,4 Ton 220V Solo Frío 13 SEER,4 Ton,220V,,Solo Frío,Pieza,
EQ-PAQ-LG-001,Paquete LG 3 Ton Solo Frío Inverter 220V,EQ,Equipos,LG,3 Ton Solo Frío Inverter 220V,3 Ton Solo Frío Inverter 220V,,,,,Pieza,
EQ-PAQ-TRA-001,Paquete Residencial Trane MTZ 4 Ton Solo Frío 220V,EQ,Paquetes,Trane,MTZ,4 Ton 220V Solo Frío 13 SEER Horizontal,4 Ton,220V,,Solo Frío,Pieza,
EQ-PAQ-TRA-002,Paquete Residencial Trane Impack Dual 5 Ton Frío-Calor 220V,EQ,Paquetes,Trane,Impack,5 Ton 220V Frío-Calor 14 SEER,5 Ton,220V,,Frío-Calor,Pieza,
EQ-PAQ-TRA-003,Paquete Comercial Trane Precedent 10 Ton Solo Frío 460V,EQ,Paquetes,Trane,Precedent,10 Ton 460V 3F Solo Frío,10 Ton,460V,,Solo Frío,Pieza,
EQ-PAQ-YOR-001,Paquete Comercial York 25 Ton Solo Frío 220V,EQ,Paquetes,York,Comercial,25 Ton 220V 3F Solo Frío 10 EER,25 Ton,220V,,Solo Frío,Pieza,
EQ-PAQ-YOR-002,Paquete Residencial York 3 Ton Frío-Calor 220V,EQ,Paquetes,York,Residencial,3 Ton 220V Frío-Calor 14 SEER,3 Ton,220V,,Frío-Calor,Pieza,
EQ-PAQ-YOR-003,Paquete Residencial York 4 Ton Frío-Calor 220V,EQ,Paquetes,York,Residencial,4 Ton 220V Frío-Calor 14 SEER,4 Ton,220V,,Frío-Calor,Pieza,
EQ-PAQ-YOR-004,Paquete Comercial York 10 Ton Solo Frío 460V,EQ,Paquetes,York,Comercial,10 Ton 460V 3F Solo Frío 11.2 SEER,10 Ton,460V,,Solo Frío,Pieza,
EQ-PAQ-YOR-005,Paquete Comercial York 15 Ton Solo Frío 440V,EQ,Paquetes,York,Comercial,15 Ton 440V 3F Solo Frío 11.5 SEER,15 Ton,440V,,Solo Frío,Pieza,
EQ-PAQ-YOR-006,Paquete Comercial York 10 Ton Solo Frío 220V,EQ,Paquetes,York,Comercial,10 Ton 220V 3F Solo Frío 11.2 SEER,10 Ton,220V,,Solo Frío,Pieza,
EQ-PAQ-YOR-007,Paquete Residencial Inverter York 3 Ton Frío-Calor 220V,EQ,Paquetes,York,Residencial Inverter,3 Ton 220V Frío-Calor Inverter 18.5 SEER,3 Ton,220V,,Frío-Calor,Pieza,
EQ-PAQ-YOR-008,Paquete Comercial York 20 Ton Solo Frío 440V,EQ,Paquetes,York,Comercial,20 Ton 440V 3F Solo Frío 7.7 EER,20 Ton,440V,,Solo Frío,Pieza,
EQ-PAQ-YOR-009,Paquete Comercial York 25 Ton Solo Frío 440V,EQ,Paquetes,York,Comercial,25 Ton 440V 3F Solo Frío 8 EER,25 Ton,440V,,Solo Frío,Pieza,
EQ-PAQ-YOR-010,Paquete Residencial York 5 Ton Solo Frío 220V,EQ,Paquetes,York,Residencial,5 Ton 220V Solo Frío 14 SEER,5 Ton,220V,,Solo Frío,Pieza,
EQ-PAQ-YOR-011,Paquete Comercial York 10 Ton Solo Frío 440V 11.2 EER,EQ,Paquetes,York,Comercial,10 Ton 440V 3F Solo Frío 11.2 EER,10 Ton,440V,,Solo Frío,Pieza,
EQ-PAQ-YOR-012,Paquete Comercial York 7.5 Ton Solo Frío 230V 11.6 EER,EQ,Paquetes,York,Comercial,7.5 Ton 230V 3F Solo Frío 11.6 EER,7.5 Ton,230V,,Solo Frío,Pieza,
EQ-PAQ-YOR-013,Paquete Comercial York 7.5 Ton Solo Frío 440V 11.6 EER,EQ,Paquetes,York,Comercial,7.5 Ton 440V 3F Solo Frío 11.6 EER,7.5 Ton,440V,,Solo Frío,Pieza,
EQ-PAQ-YOR-014,Paquete Comercial York 10 Ton Solo Frío 230V 11.2 EER,EQ,Paquetes,York,Comercial,10 Ton 230V 3F Solo Frío 11.2 EER,10 Ton,230V,,Solo Frío,Pieza,
EQ-PAQ-YOR-015,Paquete Comercial York 15 Ton Solo Frío 220V,EQ,Equipos Comerciales,York,YMFE15,15 Ton 220V Solo Frío,15 Ton,220V,R410A,Solo Frío,Pieza,Paquete
EQ-PAQ-YOR-016,Paquete Residencial York 3 Ton Solo Frío 220V,EQ,Equipos Comerciales,York,YMFE36,3 Ton 220V Solo Frío,3 Ton,220V,R410A,Solo Frío,Pieza,Paquete
